run_id,condition,seed,epoch,epoch_1based,mean_loss,mean_partial_bce,mean_partial_dice,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,random_centered,optimizer_steps_total,epoch_seconds,peak_allocated_gb,peak_reserved_gb
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,17,18,0.07434601529108477,0.0026583708451087774,0.07168764531612397,10079,5513,1,57,25,18,900,9.80650119799975,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,18,19,0.12208544577406429,0.014587923068643817,0.10749752342700958,9654,5377,0,62,18,20,950,9.759009162000439,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,19,20,0.11615557496348629,0.022155844264884764,0.09399973034858704,9509,5157,0,60,20,20,1000,9.744944688000032,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,20,21,0.08939056170522236,0.009847546018718276,0.07954301714897155,9483,5164,0,57,23,20,1050,9.673084691999975,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,21,22,0.2603525340696797,0.09857614256994567,0.16177639305591585,9855,5324,0,63,14,23,1100,9.687154396000551,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,22,23,0.34466232058708557,0.1527882150147343,0.19187410354614257,9850,5037,0,55,24,21,1150,9.712241419001657,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,23,24,0.23019671065034344,0.09209195768635255,0.13810475289821625,9826,5424,0,57,18,25,1200,9.64920974800043,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,24,25,0.23631098824553193,0.09938080061852815,0.13693018555641173,10111,5769,0,66,17,17,1250,9.670817722999345,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,25,26,0.17544705437961966,0.06887975032608665,0.106567302942276,9858,5614,1,59,23,18,1300,9.667889024000033,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,26,27,0.26207973656302785,0.10975902877385807,0.15232070922851562,10367,5625,0,68,18,14,1350,9.646401870000773,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,27,28,0.1731065809309439,0.04060688385965022,0.13249969720840454,9680,5197,1,55,24,21,1400,9.651016568999694,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,28,29,0.10749673471036658,0.026727739552370622,0.08076899528503417,9608,5253,0,52,24,24,1450,9.655038447001061,0.9124717712402344,1.228515625
gateb_pl_component_fixed_50_seed17,component_fixed_50,17,29,30,0.10179719113035389,0.032093971030832724,0.06970321953296661,10176,5607,3,61,16,23,1500,9.620104560999607,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,0,1,0.7335329101234674,0.33742111407220365,0.3961117905378342,7659,2953,1,53,29,18,50,10.127571693999926,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,1,2,0.3348306900728494,0.13632990865735337,0.1985007792711258,6939,2871,0,58,24,18,100,10.144113250998998,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,2,3,0.30055095117539166,0.1226024001929909,0.1779485499858856,7517,3132,0,65,13,22,150,10.14377028600029,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,3,4,0.21158450643531979,0.046500349261332306,0.1650841575860977,7775,3075,0,61,18,21,200,10.138372747000176,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,4,5,0.19356885392218828,0.050705079676554306,0.14286377251148225,7633,3069,1,63,17,20,250,10.108536703000937,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,5,6,0.21463883761316538,0.03763995859972056,0.17699887990951538,7718,3209,0,61,22,17,300,10.141075470999567,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,6,7,0.2124242748413235,0.06848475627484732,0.14393951654434203,7179,3072,0,53,24,23,350,10.12388975199974,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,7,8,0.21429760187864302,0.051695483726907694,0.16260211706161498,7509,3210,0,58,13,29,400,10.119868526000573,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,8,9,0.15787248506909235,0.03341164030516211,0.12446084678173065,7394,3027,1,64,22,14,450,10.109250630001043,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,9,10,0.10371603285078891,0.011287401791196316,0.09242863178253174,7127,2904,2,61,17,22,500,10.049130215000332,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,10,11,0.16981913862749934,0.043519345500567394,0.12629979491233825,7834,3165,2,56,19,25,550,10.03346435000094,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,11,12,0.16438719869358465,0.03461705445632106,0.12977014482021332,7792,3217,1,62,16,22,600,10.069248580999556,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,12,13,0.12052088135795203,0.021716471703839488,0.09880440890789031,7429,3026,0,60,19,21,650,10.024784960000034,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,13,14,0.10709214483416872,0.02180465251643909,0.08528749048709869,7716,3295,1,59,20,21,700,9.97952606400031,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,14,15,0.11754226661694701,0.056432009486306924,0.06111025869846344,7502,3315,1,58,20,22,750,9.99274179799977,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,15,16,0.15977962646808008,0.015476766127103475,0.1443028575181961,7697,3180,0,60,21,19,800,9.988016969000455,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,16,17,0.11321475347664091,0.006669378753722413,0.10654537618160248,7711,3192,0,56,27,17,850,9.971193962001053,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,17,18,0.12600332509086,0.0031386897248376045,0.12286463558673859,7575,3130,1,57,25,18,900,9.989107504001367,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,18,19,0.12536580188905647,0.0024368293374209316,0.12292897284030914,7415,3138,0,62,18,20,950,9.964459463000821,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,19,20,0.13412370377322078,0.009097389727103292,0.12502631306648254,7590,3093,0,60,20,20,1000,9.98775477900017,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,20,21,0.09356890724608093,0.008386183276234077,0.08518272280693054,7803,3107,0,57,23,20,1050,9.94590552199952,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,21,22,0.16021637466808897,0.010967478803340782,0.1492488956451416,7198,3011,0,63,14,23,1100,10.03370514100061,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,22,23,0.14934874834594666,0.010553916665662655,0.1387948328256607,7756,3002,0,55,24,21,1150,9.959935330998633,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,23,24,0.09482297193317209,0.007512716296910185,0.08731025636196137,7582,3111,0,57,18,25,1200,10.040900399999373,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,24,25,0.0908199005293136,0.006106094655137895,0.08471380650997162,7466,3271,0,66,17,17,1250,9.89738722200127,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,25,26,0.07732015024725115,0.01094758120863844,0.06637256979942321,7572,3225,1,59,23,18,1300,9.906512191999354,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,26,27,0.1215409570193151,0.00578755007169093,0.11575340688228607,7787,3121,0,68,18,14,1350,9.892672085999948,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,27,28,0.13489006332350983,0.0046740710800163045,0.13021599233150483,7534,3015,2,55,24,21,1400,9.788352591000148,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,28,29,0.1253705880817506,0.012511207926438886,0.11285938143730163,7576,3062,0,52,24,24,1450,9.71484162300112,0.9124717712402344,1.228515625
gateb_pl_component_natural_50_seed17,component_natural_50,17,29,30,0.08207484925893369,0.012799650283486699,0.06927519977092743,7703,3107,3,61,16,23,1500,9.705951669999195,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,0,1,0.7521287974715233,0.3642133790999651,0.3879154187440872,7927,2872,1,53,29,18,50,10.142014868000842,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1,2,0.3729826607368886,0.17466819093097002,0.19831446886062623,7237,2934,0,58,24,18,100,10.141757931998654,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,2,3,0.31378123349510134,0.1498089020862244,0.1639723300933838,7296,2838,0,65,13,22,150,10.136856957000418,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,3,4,0.1723889385582879,0.06230416017700918,0.11008477866649628,7593,2980,0,61,18,21,200,10.138259181001558,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,4,5,0.14371731521096082,0.06595178442017641,0.0777655303478241,7687,3000,1,63,17,20,250,10.141273051000098,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,5,6,0.09964530306053349,0.03178952747955918,0.06785577654838562,7291,2936,0,61,22,17,300,10.148024725000141,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,6,7,0.10229142353404314,0.03816182745620608,0.06412959575653077,7333,3015,0,53,24,23,350,10.141899333000765,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,7,8,0.13946783856488765,0.05491512781230995,0.08455271124839783,7340,2924,0,58,13,29,400,10.136533551998582,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,8,9,0.10035938821958552,0.038822863955792854,0.061536526083946226,7577,2986,0,64,22,14,450,10.13054484499844,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,9,10,0.05902836825398481,0.012876287779272388,0.046152080893516544,7079,2859,1,61,17,22,500,10.123023547999765,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,10,11,0.02780190632403901,0.013932520014077455,0.013869386315345764,7582,3055,1,56,19,25,550,10.12403728999925,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,11,12,0.03879442682431545,0.012428908238071017,0.02636551797389984,7756,3129,1,62,16,22,600,10.132254206999278,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,12,13,0.05100352294044569,0.01888769669167232,0.03211582660675049,7900,3113,0,60,19,21,650,10.153461898000387,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,13,14,0.05131786316516809,0.02124107919400558,0.030076783895492554,7499,3087,1,59,20,21,700,10.121990043000551,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,14,15,0.06440609905868769,0.030337088238884462,0.03406901001930237,7354,3068,0,58,20,22,750,10.124578786999336,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,15,16,0.044153649192885495,0.010236525092623197,0.033917123675346376,7703,3047,0,60,21,19,800,10.097143571998458,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,16,17,0.1975156887434423,0.09178107019633018,0.10573462009429932,7708,3108,0,56,27,17,850,10.075594505999106,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,17,18,0.1657947623549262,0.07267966470259125,0.09311509788036347,7605,3084,0,57,25,18,900,10.128385570000319,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,18,19,0.1198391412186902,0.03493180487524796,0.08490733623504639,7539,3025,0,62,18,20,950,9.972814912998729,0.9124717712402344,1.228515625
