batch_id,run_id,condition,outer_fold,seed,initialization_seed,shared_initialization_sha256,paired_plan_sha256,epoch,epoch_1based,logical_microbatches,successful_optimizer_steps_total,mean_loss,mean_partial_bce,mean_partial_dice_fp32,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,uniform_crop,amp_overflow_events,amp_retry_attempts,amp_scale_min,amp_scale_max,amp_scale_end,mean_preclip_grad_norm,max_preclip_grad_norm,learning_rate_end,epoch_seconds,peak_allocated_gb,peak_reserved_gb
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,4,5,120,300,0.6400414492934943,0.3859299429071446,0.25411150405804317,8308,4374,0,61,29,30,0,0,1024.0,1024.0,1024.0,8.766073775291442,68.71715545654297,0.0002944932171711482,26.16295109499879,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,5,6,120,360,0.6239217853484055,0.36480066015695534,0.2591211254398028,8216,4356,0,57,32,31,0,0,1024.0,1024.0,1024.0,7.914141321182251,29.99567413330078,0.000290733453407337,26.187813704998916,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,6,7,120,420,0.6842485807215174,0.3856738128233701,0.2985747650265694,8057,4046,1,48,38,34,0,0,1024.0,1024.0,1024.0,8.109329728285472,23.945598602294922,0.0002860390438077423,26.104564227998708,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,7,8,120,480,0.575062048342079,0.32083583981730046,0.2542262112100919,7964,4115,0,66,25,29,0,0,1024.0,1024.0,1024.0,7.093024607499441,17.63349151611328,0.00028044150098859483,26.101078792999033,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,8,9,120,540,0.49019956672564147,0.26979075962832816,0.22040880819161732,7994,4041,1,64,34,22,0,0,1024.0,1024.0,1024.0,6.386578955252966,15.600221633911133,0.0002739784001156218,26.018485216000045,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,9,10,120,600,0.4912785437889397,0.2680133065208793,0.22326524009307225,8180,4270,0,54,40,26,0,0,1024.0,1024.0,1024.0,6.890246667464575,19.439098358154297,0.0002666931266696063,26.147060837000026,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,10,11,120,660,0.40933559912567336,0.22692956141739462,0.18240603705247244,8433,4447,1,75,24,21,0,0,1024.0,1024.0,1024.0,5.592773554722468,13.783413887023926,0.0002586345852084849,26.122204430999773,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,11,12,120,720,0.39714887233373397,0.2233234362405104,0.17382543583710988,8065,3975,1,59,37,24,0,0,1024.0,1024.0,1024.0,7.123823834458987,25.93548011779785,0.0002498568710810032,26.188775337999687,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,12,13,120,780,0.36825598482973876,0.20969506184143635,0.15856092174847922,8214,4337,0,64,25,31,0,0,1024.0,1024.0,1024.0,6.776293927431107,26.96923828125,0.0002404189072956492,26.12847373799923,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,13,14,120,840,0.34549840340623633,0.19206077341223135,0.15343762834866842,8190,4223,4,59,31,30,0,0,1024.0,1024.0,1024.0,5.957806345820427,21.558345794677734,0.00023038404898248976,25.97445906899884,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,14,15,120,900,0.4282377775661492,0.22393552481662482,0.20430225282907485,7861,4091,0,61,36,23,0,0,1024.0,1024.0,1024.0,6.557346649964651,30.03715705871582,0.00021981965810307605,26.038065398999606,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,15,16,120,960,0.26704514607942353,0.13510990302505282,0.13193524082501729,8139,4278,2,71,21,28,0,0,1024.0,1024.0,1024.0,5.082281269629797,20.640615463256836,0.00020879665126330557,25.962378893000277,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,16,17,120,1020,0.30666826606708736,0.14503656273688345,0.16163170238335928,8074,4160,0,66,29,25,0,0,1024.0,1024.0,1024.0,5.522958270957073,17.275074005126953,0.00019738902366467966,26.034556023998448,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,17,18,120,1080,0.3111880279417771,0.14481241741159465,0.16637561122576397,8532,4511,0,62,23,35,0,0,1024.0,1024.0,1024.0,6.172611103703578,16.539566040039062,0.00018567335238957547,26.123400366999704,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,18,19,120,1140,0.3040103701709692,0.1533407337565829,0.15066963533560435,8248,4316,1,61,26,33,0,0,1024.0,1024.0,1024.0,6.035516005195677,21.827367782592773,0.0001737282823548769,25.9554740399999,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,19,20,120,1200,0.2474274765806816,0.12444966946641216,0.12297780762116114,7771,3859,0,58,38,24,0,0,1024.0,1024.0,1024.0,5.800206437706947,30.016742706298828,0.00016163399838465363,25.986259520999738,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,20,21,120,1260,0.2660877576665371,0.10948095202814632,0.15660680582125983,7878,4085,0,64,30,26,0,0,1024.0,1024.0,1024.0,4.200461887816588,18.586872100830078,0.00014947168694575625,25.93510878199959,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,21,22,120,1320,0.194156024485225,0.08606225997015524,0.10809376388788224,8198,4103,1,63,29,28,0,0,1024.0,1024.0,1024.0,4.456593145678441,17.98778533935547,0.0001373229911595876,25.897334966000926,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,22,23,120,1380,0.213257438626412,0.08903352460668733,0.12422391374905904,8010,4100,0,66,31,23,0,0,1024.0,1024.0,1024.0,4.383223439753055,19.161865234375,0.00012526946274844474,25.939074703999722,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,23,24,120,1440,0.24862486492284006,0.07974094228638932,0.16888392368952435,8270,4168,0,50,37,33,0,0,1024.0,1024.0,1024.0,4.838613553841909,35.601863861083984,0.00011339201459540494,25.94557311099925,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,24,25,120,1500,0.1691018102831246,0.06756336998247812,0.10153843959172566,8176,4126,2,61,23,36,0,0,1024.0,1024.0,1024.0,3.2495401540771125,13.283782005310059,0.00010177037759260854,25.935901716000444,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,25,26,120,1560,0.2673865485941254,0.08742906643977524,0.179957481722037,8164,4061,2,55,28,37,0,0,1024.0,1024.0,1024.0,5.561064252754052,33.862728118896484,9.048256542400759e-05,25.980821609000486,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,26,27,120,1620,0.1393820419779028,0.05507403182782582,0.08430801033973694,8118,4157,1,59,37,24,0,0,1024.0,1024.0,1024.0,3.1518081381917,15.986566543579102,7.960435087538242e-05,25.902369668001484,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,27,28,120,1680,0.14432357474142918,0.04835996975962189,0.09596360474824905,8320,4256,1,55,28,37,0,0,1024.0,1024.0,1024.0,2.9229725174605847,17.031049728393555,6.920875718705205e-05,25.83562865299973,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,28,29,120,1740,0.17262022543460867,0.051294939447567835,0.1213252862294515,8139,4190,0,57,32,31,0,0,1024.0,1024.0,1024.0,3.4809762343764303,23.212575912475586,5.936556786372413e-05,25.84107338300055,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,29,30,120,1800,0.13614987343886847,0.04580515403370858,0.09034471958875656,8221,4146,0,57,29,34,0,0,1024.0,1024.0,1024.0,3.3065466047264636,15.78244686126709,5.014085823202989e-05,25.937856823000402,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,30,31,120,1860,0.14753174652517675,0.04324975346462452,0.10428199370702108,8022,4196,0,58,23,39,0,0,1024.0,1024.0,1024.0,3.2747569591427843,38.92068862915039,4.159655189030408e-05,25.878458731000137,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,31,32,120,1920,0.1466332955213147,0.03518533018529221,0.11144796560208002,8100,4171,0,65,27,28,0,0,1024.0,1024.0,1024.0,2.579806289076805,14.736770629882812,3.379000502807257e-05,25.93547209099961,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,32,33,120,1980,0.1268605449548583,0.03027865852903536,0.0965818872054418,8340,4224,0,70,30,20,0,0,1024.0,1024.0,1024.0,2.849831202502052,17.95941162109375,2.6773621405624713e-05,25.903308237999227,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,33,34,120,2040,0.15432946745662168,0.03286042597995523,0.12146904269854228,8192,4060,0,57,32,31,0,0,1024.0,1024.0,1024.0,2.919766347265492,25.873306274414062,2.059450057823627e-05,25.804523597998923,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,34,35,120,2100,0.15583381447274103,0.02738191936162669,0.1284518952171008,8175,4061,1,53,34,33,0,0,1024.0,1024.0,1024.0,2.5525241371865075,28.71532440185547,1.5294121726440254e-05,25.847661997000614,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,35,36,120,2160,0.11263636459661938,0.03518759189294845,0.07744877139727274,8440,4187,0,64,34,22,0,0,1024.0,1024.0,1024.0,3.3287167029765743,36.337432861328125,1.0908065214729997e-05,25.825389153000287,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,36,37,120,2220,0.14679756716129003,0.05794562268280667,0.08885194311539332,8113,4149,0,57,32,31,0,0,1024.0,1024.0,1024.0,4.845694712673624,63.0563850402832,7.465773747813819e-06,25.84056796599907,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,37,38,120,2280,0.1082761087073474,0.02427111062240025,0.08400499920050303,8247,4369,1,71,26,23,0,0,1024.0,1024.0,1024.0,2.5438837300986052,24.832592010498047,4.990354727730315e-06,25.745041397000023,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,38,39,120,2340,0.13574905765757042,0.031161602562739667,0.10458745658397675,8007,4125,0,53,27,40,0,0,1024.0,1024.0,1024.0,2.5206262771971524,25.5772762298584,3.498425138561358e-06,25.808859349001068,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_dis_fold1_seed29,C50_DIS,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,39,40,120,2400,0.10754384089838519,0.025670279431051313,0.08187356094519298,8091,4291,2,58,27,35,0,0,1024.0,1024.0,1024.0,1.9194741966202855,10.558015823364258,3e-06,25.79386096899907,1.3363170623779297,1.3671875
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,0,1,120,60,2.4054509880669985,1.9799394053745345,0.42551158169905345,7788,4027,3,58,30,32,2,2,1024.0,4096.0,1024.0,82.90030533472697,249.59754943847656,0.00017999999999999998,27.172414592001587,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,1,2,120,120,1.230579818598926,0.8422648759558797,0.38831494450569154,7728,3900,0,58,25,37,0,0,1024.0,1024.0,1024.0,24.72427134513855,90.56391906738281,0.0002999445918673937,26.309121260999746,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,2,3,120,180,0.7717833898961544,0.47239185380749404,0.2993915379047394,8278,4220,1,62,30,28,0,0,1024.0,1024.0,1024.0,9.41329112847646,52.07404327392578,0.0002991142965839822,26.111834772998918,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,3,4,120,240,0.5739380408388873,0.35358094399174056,0.22035709669192632,8270,4505,0,68,30,22,0,0,1024.0,1024.0,1024.0,7.078754778703054,18.460773468017578,0.0002972930965702204,26.17431396699976,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,4,5,120,300,0.5508977321907877,0.3207185077791413,0.23017922242482503,8265,4348,1,61,29,30,0,0,1024.0,1024.0,1024.0,6.770986517270406,19.407276153564453,0.0002944932171711482,26.10116705300061,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,5,6,120,360,0.5688187109927336,0.3234808677419399,0.24533784091472627,8186,4351,0,57,32,31,0,0,1024.0,1024.0,1024.0,7.33225977619489,38.82695007324219,0.000290733453407337,26.155594989000747,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,6,7,120,420,0.5635105544856439,0.29286499144509437,0.2706455647945404,7990,3979,1,48,38,34,0,0,1024.0,1024.0,1024.0,5.830038789908091,20.969764709472656,0.0002860390438077423,26.109105062998424,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,7,8,120,480,0.49721460308392124,0.25758111607510725,0.23963348517815272,8041,4167,0,66,25,29,0,0,1024.0,1024.0,1024.0,6.429934761921564,41.27653503417969,0.00028044150098859483,26.13140033200034,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,8,9,120,540,0.42191876890913893,0.2234431016763362,0.19847566684087117,8074,4077,1,64,34,22,0,0,1024.0,1024.0,1024.0,5.284655423959096,16.57979393005371,0.0002739784001156218,26.10734530299851,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,9,10,120,600,0.4300432314941039,0.2289851378959914,0.20105809321006138,8184,4288,0,54,40,26,0,0,1024.0,1024.0,1024.0,5.995243690411249,16.269123077392578,0.0002666931266696063,26.09086319099879,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,10,11,120,660,0.3437480215798132,0.18584468750826394,0.15790333499511083,8527,4525,1,75,24,21,0,0,1024.0,1024.0,1024.0,4.8200776716073355,15.718156814575195,0.0002586345852084849,26.006974444999287,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,11,12,120,720,0.3426138648840909,0.18938614216215985,0.15322772065798443,8074,3991,1,59,37,24,0,0,1024.0,1024.0,1024.0,5.552545077602068,18.915241241455078,0.0002498568710810032,26.05358812799932,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,12,13,120,780,0.2680594003429481,0.14184213420958258,0.12621726840734482,8139,4307,1,64,25,31,0,0,1024.0,1024.0,1024.0,4.276847908894221,12.98257827758789,0.0002404189072956492,26.03795836899917,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,13,14,120,840,0.2933499119084445,0.15447670443985165,0.1388732060790062,8215,4262,4,59,31,30,0,0,1024.0,1024.0,1024.0,4.69249565800031,17.58439064025879,0.00023038404898248976,26.05218272899947,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,14,15,120,900,0.3263514773828774,0.14694446006913797,0.17940701494614283,7881,4125,0,61,36,23,0,0,1024.0,1024.0,1024.0,5.253317806124687,35.32416534423828,0.00021981965810307605,26.11393049599974,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,15,16,120,960,0.23218681422004012,0.11522030011425764,0.11696651577949524,8272,4368,2,71,21,28,0,0,1024.0,1024.0,1024.0,4.2857053880890215,20.356407165527344,0.00020879665126330557,25.975393799000813,1.3347301483154297,1.396484375
fold1_seed29,cova3d_c50_frg_fold1_seed29,C50_FRG,1,29,1864415079,fbdb93fe8c701f7ef1a0c86eb54c7e20f6afcb3334eec45d058209ef57dc5a05,6642a4475ebd4023eeb60bbad3d69fd90f9fd3dd7326c61d31b7e9f242a756ef,16,17,120,1020,0.24243088530832513,0.10493756136420415,0.13749332427978517,8198,4235,0,66,29,25,0,0,1024.0,1024.0,1024.0,4.170930817723274,12.424363136291504,0.00019738902366467966,25.96113948099992,1.3347301483154297,1.396484375
