case_id,source_origin,condition,threshold,dice,iou,predicted_components,eligible_reference_components,component_to_reference_ratio,fp_components,fp_volume_ml,iou_0p10_recall,iou_0p25_recall,any_overlap_recall,predicted_foreground_volume_ml,median_component_volume_ml,p90_component_volume_ml,largest_component_volume_ml,largest_component_volume_fraction,fraction_components_lt_0p1ml,fraction_components_lt_0p5ml
coronacases_008,Coronacases,component_fixed_50,0.6000000238418579,0.132557579169299,0.07098348933850016,561,33,17.0,560,3207.496705883759,0.030303030303030304,0.030303030303030304,0.15151515151515152,3455.763138205322,0.0057756405086270635,0.20949823299474532,3134.0814892621447,0.9069144394224207,0.8538324420677362,0.9500891265597148
coronacases_008,Coronacases,component_fixed_50,0.699999988079071,0.1767003563060095,0.09691240653566738,461,33,13.969696969696969,460,2202.423419980074,0.030303030303030304,0.030303030303030304,0.15151515151515152,2443.972782390103,0.008400931648912093,0.31030941278169044,2068.067845177251,0.8461910296540894,0.8091106290672451,0.913232104121475
coronacases_008,Coronacases,component_fixed_50,0.800000011920929,0.23106138436605198,0.13062148246633462,401,33,12.151515151515152,397,1497.747497628819,0.12121212121212122,0.0,0.12121212121212122,1731.2692447900845,0.007875873420855087,0.5276835191972908,556.4288820087278,0.32139939162160447,0.7780548628428927,0.8877805486284289
coronacases_008,Coronacases,component_fixed_50,0.8999999761581421,0.3096109917984646,0.18315961018219745,361,33,10.93939393939394,357,918.1714236361983,0.12121212121212122,0.0,0.15151515151515152,1139.4645646660163,0.009451048105026104,1.0485412814298405,423.0772185379497,0.37129475690361297,0.7590027700831025,0.8614958448753463
radiopaedia_14_85914_0,Radiopaedia,complete,0.10000000149011612,0.0873084603868295,0.04564691095171942,175,28,6.25,175,18369.728580605795,0.0,0.0,0.03571428571428571,19256.42145604082,0.01121521778404849,0.16729366527872333,19241.105206953747,0.9992046160226583,0.8057142857142857,0.96
radiopaedia_14_85914_0,Radiopaedia,complete,0.20000000298023224,0.08876803874426137,0.046445455362696016,225,28,8.035714285714286,225,17325.545074836784,0.0,0.0,0.10714285714285714,18179.252125565967,0.0205612326040889,0.27122135007757237,18088.112592845377,0.9949866181462758,0.7866666666666666,0.9333333333333333
radiopaedia_14_85914_0,Radiopaedia,complete,0.30000001192092896,0.09007873110436168,0.04716358342689556,222,28,7.928571428571429,222,16457.23113754536,0.0,0.0,0.10714285714285714,17283.185197266423,0.018224728899078797,0.33963417856026856,17196.92708808635,0.9950091312338819,0.8333333333333334,0.9324324324324325
radiopaedia_14_85914_0,Radiopaedia,complete,0.4000000059604645,0.09214111471690585,0.048295560760634376,269,28,9.607142857142858,269,15443.067031378316,0.0,0.0,0.10714285714285714,16239.865263266784,0.016822826676072735,0.22000518886375134,16105.023765247692,0.9916968832048076,0.8252788104089219,0.9330855018587361
radiopaedia_14_85914_0,Radiopaedia,complete,0.5,0.10687072812091634,0.05645189143097371,408,28,14.571428571428571,408,12610.260966778125,0.0,0.0,0.10714285714285714,13381.708133467237,0.005607608892024245,0.13776025844739573,13280.618833369235,0.9924457102867772,0.8799019607843137,0.9681372549019608
radiopaedia_14_85914_0,Radiopaedia,complete,0.6000000238418579,0.28062130479929337,0.16321087703516987,604,28,21.571428571428573,603,3503.766749147193,0.03571428571428571,0.03571428571428571,0.14285714285714285,4247.857195856565,0.012149819266052532,0.26318377733233866,4086.814145289486,0.9620884028954261,0.8096026490066225,0.9370860927152318
radiopaedia_14_85914_0,Radiopaedia,complete,0.699999988079071,0.33076423470185917,0.19815309591259664,567,28,20.25,565,2494.844822692709,0.07142857142857142,0.0,0.21428571428571427,3198.3184235956687,0.014019022230060614,0.2891656985320503,2858.956214066663,0.8938935513658199,0.7883597883597884,0.9312169312169312
radiopaedia_14_85914_0,Radiopaedia,complete,0.800000011920929,0.3758974360330201,0.2314493212268967,570,28,20.357142857142858,566,1815.2502896549527,0.14285714285714285,0.07142857142857142,0.25,2479.638856580504,0.014953623712064655,0.28533383245583377,2220.6645243231114,0.8955596571774463,0.7859649122807018,0.9298245614035088
radiopaedia_14_85914_0,Radiopaedia,complete,0.8999999761581421,0.42866014583847306,0.272799130438404,527,28,18.821428571428573,519,1188.8672919950964,0.2857142857142857,0.25,0.35714285714285715,1801.0761235788789,0.016822826676072735,0.4473002692871343,534.1780192497836,0.2965882520214249,0.7590132827324478,0.9184060721062619
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.10000000149011612,0.08052687021871928,0.04195259051523952,137,28,4.892857142857143,137,19376.158859509258,0.0,0.0,0.10714285714285714,20233.311785902588,0.019626631122084858,0.12841424362735523,20226.422838378738,0.9996595244714882,0.8467153284671532,0.9854014598540146
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.20000000298023224,0.08082058630299414,0.042112053581955446,218,28,7.785714285714286,218,18246.945310907515,0.0,0.0,0.10714285714285714,19059.802800061254,0.016355525935070715,0.19607939092444784,19027.015110869597,0.9982797466723239,0.8302752293577982,0.9587155963302753
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.30000001192092896,0.08107967989758286,0.0422527600798221,246,28,8.785714285714286,246,17296.21354192557,0.0,0.0,0.14285714285714285,18071.615942086522,0.014953623712064655,0.274305534968186,17991.318721158663,0.9955567215911856,0.8333333333333334,0.943089430894309
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.4000000059604645,0.08079581766105784,0.04209860441351875,243,28,8.678571428571429,243,16446.473874487492,0.0,0.0,0.10714285714285714,17183.27442963724,0.014953623712064655,0.25626772636550804,17099.371516191804,0.9951171754959158,0.7901234567901234,0.9259259259259259
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.5,0.15888924211597152,0.08630075156292143,4080,28,145.71428571428572,4080,7063.666597905031,0.0,0.0,0.10714285714285714,7764.3401327679085,0.0018692029640080818,0.01121521778404849,7651.177650725375,0.985425357453758,0.9745098039215686,0.9931372549019608
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.6000000238418579,0.27342261276147917,0.1583610527870922,607,28,21.678571428571427,607,3119.9128360673853,0.0,0.0,0.10714285714285714,3781.1050659244825,0.009346014820040409,0.22879044279458907,3678.4101204803965,0.9728399651282958,0.8187808896210873,0.9489291598023064
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.699999988079071,0.331924374329052,0.19898640638402856,590,28,21.071428571428573,589,2007.4314577979615,0.03571428571428571,0.0,0.10714285714285714,2616.874803596495,0.012149819266052532,0.256921947402911,2442.5258317301227,0.9333751191968541,0.8101694915254237,0.9288135593220339
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.800000011920929,0.37673494551927406,0.23208467679345787,587,28,20.964285714285715,583,1323.0059696997262,0.14285714285714285,0.10714285714285714,0.21428571428571427,1874.9759973624207,0.019626631122084858,0.509170887395801,570.5199978775107,0.30428122742908525,0.7529812606473595,0.8977853492333902
radiopaedia_14_85914_0,Radiopaedia,pixel_dropout_matched_50,0.8999999761581421,0.4104921579232017,0.25825110581830557,591,28,21.107142857142858,585,765.8171273615211,0.21428571428571427,0.17857142857142858,0.32142857142857145,1236.1244813311487,0.024299638532105063,0.6981473070570186,386.1941551907458,0.3124233530063767,0.7258883248730964,0.8781725888324873
radiopaedia_14_85914_0,Radiopaedia,component_natural_50,0.10000000149011612,0.19505161536508983,0.10806492696717376,183,28,6.535714285714286,183,6972.766323163836,0.0,0.0,0.14285714285714285,7840.319494848908,0.0037384059280161637,0.07495503885672417,7825.81728365265,0.9981503035423765,0.912568306010929,0.9672131147540983
radiopaedia_14_85914_0,Radiopaedia,component_natural_50,0.20000000298023224,0.2566059872524716,0.14718760382116344,162,28,5.785714285714286,162,4435.9326596891315,0.0,0.0,0.14285714285714285,5244.175086724745,0.011682518525050511,0.2763616582285949,5217.939888523409,0.9949972688235088,0.8395061728395061,0.9197530864197531
radiopaedia_14_85914_0,Radiopaedia,component_natural_50,0.30000001192092896,0.2900964861771728,0.16965664075898926,208,28,7.428571428571429,207,3418.628292542553,0.03571428571428571,0.03571428571428571,0.17857142857142858,4177.661147746207,0.006542210374028286,0.30552122446712104,4124.212223591878,0.9872060173709484,0.8365384615384616,0.9278846153846154
