run_id,condition,seed,cache_version,epoch,epoch_1based,mean_loss,mean_partial_bce,mean_partial_dice,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,uniform_crop,optimizer_steps_total,epoch_seconds,peak_allocated_gb,peak_reserved_gb
gateb_v1_2_complete_seed17,complete,17,1.2,27,28,0.05666140633627947,0.004301886293942517,0.05235951960086822,11025,6227,0,47,24,29,1400,10.14535634099957,0.9124717712402344,1.228515625
gateb_v1_2_complete_seed17,complete,17,1.2,28,29,0.03203445471226587,0.0009221536898257909,0.031112300753593444,10898,5981,0,42,32,26,1450,10.096128649000093,0.9124717712402344,1.228515625
gateb_v1_2_complete_seed17,complete,17,1.2,29,30,0.011473385468343622,0.0008863881323486567,0.010586997270584106,10973,6354,0,52,20,28,1500,10.08486039699892,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,0,1,0.6750822026841342,0.3386977648548782,0.3363844430446625,9897,5159,0,44,28,28,50,10.147923848000573,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,1,2,0.4314618266373873,0.14737838266417383,0.2840834444761276,9218,4845,0,38,37,25,100,10.140343889999713,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,2,3,0.21749952603131534,0.084274184377864,0.13322534084320067,10164,5502,0,51,23,26,150,10.145027202001074,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,3,4,0.20691282520070672,0.028209540455136448,0.17870328724384307,9819,5042,0,55,19,26,200,10.126949200999661,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,4,5,0.1513941974635236,0.015420266191940755,0.13597393035888672,9808,5173,1,49,27,24,250,10.129601185000865,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,5,6,0.16876215208671055,0.008432404503109866,0.1603297460079193,9765,5173,1,47,31,22,300,10.119319175999408,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,6,7,0.15677089754666668,0.009825789498718223,0.14694510757923127,9827,5192,1,45,26,29,350,10.129319423998822,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,7,8,0.16615616884082557,0.02124943457005429,0.14490673422813416,9431,4960,0,44,24,32,400,10.152662871998473,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,8,9,0.11053662950464059,0.010484306924627162,0.10005232393741607,9891,5370,1,54,24,22,450,10.114502682999955,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,9,10,0.13305777563189622,0.012939290454378352,0.12011848568916321,10245,5330,0,46,28,26,500,10.121497657999498,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,10,11,0.15929252012632789,0.012385115333745488,0.14690740704536437,9623,5231,0,49,20,31,550,10.142055607999282,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,11,12,0.13820685875864,0.00478537781358682,0.13342148184776306,9535,5140,1,52,24,24,600,10.109930865999559,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,12,13,0.1484111653202126,0.044220027725568795,0.1041911369562149,10004,5304,0,49,26,25,650,10.146329112998501,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,13,14,0.19779976210091263,0.04927741232793778,0.14852234959602356,9940,5405,0,50,22,28,700,10.147866088000228,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,14,15,0.15725328151049325,0.014502476183697582,0.1427508044242859,9328,5085,0,52,20,28,750,10.082067631999962,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,15,16,0.14569140318766585,0.003071081334637711,0.14262032210826875,10104,5113,0,45,32,23,800,10.090368713999851,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,16,17,0.14588196443131893,0.00365770997821528,0.14222425401210784,9687,5255,1,49,31,20,850,10.067063562999465,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,17,18,0.13407442251598695,0.0020861636572226416,0.13198826014995574,10392,5333,1,45,29,26,900,10.05645094600004,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,18,19,0.18650140832105536,0.03423553949869529,0.15226586759090424,9205,4872,0,52,23,25,950,10.04933685099968,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,19,20,0.16735715897200862,0.02745389347372111,0.13990326583385468,9658,5186,0,50,23,27,1000,10.130099482001242,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,20,21,0.20546460052224574,0.003171444538165815,0.20229315757751465,9354,4924,1,48,26,26,1050,10.096031833998495,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,21,22,0.1645205818268005,0.002752676950985915,0.1617679053544998,9611,5245,0,54,19,27,1100,10.040690493000511,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,22,23,0.06947470351253288,0.005510039124419564,0.06396466434001923,9933,5444,2,51,22,27,1150,10.063291288999608,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,23,24,0.14908895786851645,0.021516048210542066,0.1275729113817215,9959,5368,1,51,19,30,1200,10.114309223999953,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,24,25,0.08609051269215343,0.014521700174427679,0.07156881153583526,9393,5159,0,60,17,23,1250,10.089244400000098,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,25,26,0.10389861996503896,0.002396661218681402,0.10150195956230164,9896,5466,1,49,22,29,1300,10.007443288999639,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,26,27,0.13256664426604403,0.0016244313167862855,0.13094221115112303,9908,5274,0,53,30,17,1350,9.977816130000065,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,27,28,0.12365658869304752,0.00219382440796835,0.12146276652812958,9914,5187,0,47,24,29,1400,9.938853600000584,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,28,29,0.14556943041283377,0.0007507702189045063,0.1448186606168747,9782,4968,0,42,32,26,1450,9.833056464000038,0.9124717712402344,1.228515625
gateb_v1_2_component_fixed_50_seed17,component_fixed_50,17,1.2,29,30,0.10132552047327409,0.0004149383429252396,0.10091058194637298,10203,5648,1,52,20,28,1500,9.733310745999916,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,0,1,0.7285224524512887,0.3301551865413785,0.39836726486682894,7597,2898,1,44,28,28,50,10.134712119999676,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,1,2,0.42735751435160635,0.1161490908684209,0.3112084209918976,7120,2636,0,38,37,25,100,10.132469609001419,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,2,3,0.20486979626119137,0.05712395679904148,0.14774584114551545,7629,3142,0,51,23,26,150,10.141373046000808,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,3,4,0.20394810290774332,0.020485685052408373,0.18346241891384124,7636,2842,0,55,19,26,200,10.136624818998826,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,4,5,0.16127663070801646,0.014761705985292792,0.14651492595672608,7682,2992,1,49,27,24,250,10.13399469399883,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,5,6,0.18293431491416412,0.016223849600937684,0.16671046614646912,7308,2980,1,47,31,22,300,10.120423352000216,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,6,7,0.1624290064658271,0.0065053876741149,0.15592361986637115,7344,2958,1,45,26,29,350,10.129993431999537,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,7,8,0.13870796901901486,0.0034835404469049534,0.13522442817687988,7440,2965,0,44,24,32,400,10.142457075999118,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,8,9,0.1089203107535286,0.009252982267116749,0.09966732680797577,7634,3114,1,54,24,22,450,10.098888122998687,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,9,10,0.20376050693914294,0.04212469560385216,0.1616358107328415,8030,2976,0,46,28,26,500,10.129792767000254,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,10,11,0.16559111771872267,0.014937335758586414,0.15065378248691558,7339,3006,0,49,20,31,550,10.155910890000087,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,11,12,0.1994315622438444,0.03742810965821263,0.1620034509897232,7332,2957,1,52,24,24,600,10.12903897599972,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,12,13,0.11705253170453943,0.011986209218448493,0.10506632447242736,7679,2982,0,49,26,25,650,10.137076486998922,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,13,14,0.13848237561789575,0.004209726957196835,0.13427264988422394,7621,3006,1,50,22,28,700,10.111578341000495,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,14,15,0.1629450690341764,0.0014653856166478363,0.16147968232631682,7224,2991,1,52,20,28,750,10.051894853000704,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,15,16,0.153648671039482,0.0019210735347223817,0.15172759771347047,7711,2961,0,45,32,23,800,10.083342205998633,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,16,17,0.14342615213332466,0.001454744831971766,0.14197140753269197,7618,2973,1,49,31,20,850,9.972723848999522,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,17,18,0.15516818118223455,0.002397818054914751,0.15277036547660827,7735,2885,2,45,29,26,900,10.030049660999794,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,18,19,0.13222366474277805,0.0010385210884851404,0.13118514358997346,7204,2850,0,52,23,25,950,9.954316096000184,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,19,20,0.13085308771034762,0.0006066305790068328,0.13024645805358886,7816,3225,0,50,23,27,1000,9.933000203998745,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,20,21,0.20589350283793464,0.003202013790330511,0.20269149005413056,7785,2965,1,48,26,26,1050,9.884889187000226,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,21,22,0.17205798577091627,0.00223963960711103,0.16981834530830384,7516,3035,0,54,19,27,1100,9.841269971000656,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,22,23,0.053231785072121056,0.0019970913282497805,0.05123469471931458,7583,3167,2,51,22,27,1150,9.769532207001248,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,23,24,0.09131948932228624,0.0005290024919759162,0.09079048573970795,7747,3091,1,51,19,30,1200,9.70084057099848,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,24,25,0.08532773356762391,0.004075814098729751,0.08125191807746887,7134,3008,1,60,17,23,1250,9.720853865999743,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,25,26,0.1743079193282756,0.04524731254360859,0.12906060755252838,7464,3009,1,49,22,29,1300,9.709359974000108,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,26,27,0.21590997346298535,0.03553618993844793,0.18037378549575805,7665,3019,0,53,30,17,1350,9.683372891000545,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,27,28,0.21098827472596896,0.06659904431462792,0.14438923180103302,7707,2984,1,47,24,29,1400,9.721257417999368,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,28,29,0.39727188951335846,0.14227529918425716,0.2549965924024582,7833,2950,0,42,32,26,1450,9.66428925099899,0.9124717712402344,1.228515625
gateb_v1_2_component_natural_50_seed17,component_natural_50,17,1.2,29,30,0.15235340735176578,0.02214637388999108,0.13020703256130217,7841,3183,1,52,20,28,1500,9.655619719998867,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,0,1,0.7282315636426211,0.34458889935165643,0.38364266395568847,7672,2790,0,44,28,28,50,10.158350986999721,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,1,2,0.3011551182717085,0.1160444606700912,0.18511065781116487,7246,2712,0,38,37,25,100,10.145694015000117,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,2,3,0.2036043880134821,0.08024350102525205,0.12336088716983795,7393,2945,0,51,23,26,150,10.140982941000402,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,3,4,0.15028985124547034,0.04093827287928434,0.10935157895088196,7499,2773,0,55,19,26,200,10.132914288999018,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,4,5,0.044450868896674364,0.015105030402773991,0.02934583842754364,7627,2907,0,49,27,24,250,10.143727288001173,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,5,6,0.022406096537597477,0.00516372970341763,0.017242366671562193,7672,3047,1,47,31,22,300,10.120704066999679,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,6,7,0.02171945525056799,0.00517931804239197,0.01654013752937317,7303,2866,0,45,26,29,350,10.139763175000553,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,7,8,0.03720825546486594,0.003077767704235157,0.03413048684597016,7284,2719,0,44,24,32,400,10.138450304999424,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,8,9,0.02523388556786813,0.004838326282697381,0.020395559668540956,7713,3147,0,54,24,22,450,10.138599328000055,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,9,10,0.08874758203164675,0.03075221721534035,0.057995365262031556,8027,3001,0,46,28,26,500,10.129468850000194,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,10,11,0.04340851776243653,0.01963323531235801,0.023775282502174377,7153,2784,0,49,20,31,550,10.14121964900005,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,11,12,0.04610563028021716,0.01245274314940616,0.033652886748313904,7366,2933,0,52,24,24,600,10.135145819000172,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,12,13,0.014284208672761452,0.006758693878218765,0.007525514960289002,7894,3121,0,49,26,25,650,10.141634835001241,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,13,14,0.02454609060572693,0.0020173370698830695,0.022528753876686097,7294,2864,0,50,22,28,700,10.155059520000577,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,14,15,0.03704682638272061,0.0034294930791293156,0.03361733317375183,7279,2861,0,52,20,28,750,10.120869577000121,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,15,16,0.014401681134913816,0.006399323053301487,0.008002358078956604,8202,3131,0,45,32,23,800,10.13153864999913,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,16,17,0.027632319419790292,0.0035513446963886964,0.024080974459648134,7395,2860,1,49,31,20,850,10.118023288001496,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,17,18,0.030487400007696123,0.005230347584711126,0.025257052183151246,7681,2838,0,45,29,26,900,10.10142167199956,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,18,19,0.050873158547219646,0.005563067997136386,0.04531009137630462,7112,2784,0,52,23,25,950,10.117427062999923,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,19,20,0.023445070256129838,0.0015251556340626848,0.02191991448402405,7450,3076,0,50,23,27,1000,10.107980415999918,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,20,21,0.05599654219673539,0.0037081505705464225,0.05228839099407196,7764,2867,1,48,26,26,1050,9.95509064700127,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,21,22,0.0012318724557098904,0.00044703961785899084,0.0007848328351974487,7589,3011,0,54,19,27,1100,9.929869793000762,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,22,23,0.002186936110088027,0.001049624693446276,0.0011373114585876464,7759,3143,1,51,22,27,1150,9.957961500000238,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,23,24,0.02172789415992156,0.0006361529067544325,0.02109174072742462,7567,2911,1,51,19,30,1200,9.929398495998612,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,24,25,0.03028747797161486,0.00022928463057269254,0.03005819320678711,7449,3079,1,60,17,23,1250,9.897437362000346,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,25,26,0.010497184197127182,0.00021448756958562852,0.010282696485519409,7536,2886,0,49,22,29,1300,9.856405546001042,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,26,27,0.010198730849442655,0.0001382682966163884,0.010060462355613708,7575,2950,0,53,30,17,1350,9.837890108001375,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,27,28,0.05886230967124448,0.0012816841552643866,0.05758062481880188,7993,3157,0,47,24,29,1400,9.859244848001254,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,28,29,0.03026628208745251,0.0005161296008657245,0.029750152230262755,7792,2876,0,42,32,26,1450,9.768115691000276,0.9124717712402344,1.228515625
gateb_v1_2_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,1.2,29,30,0.010248774659186494,0.00016679668467673993,0.01008197784423828,7887,3166,0,52,20,28,1500,9.728520168999239,0.9124717712402344,1.228515625
